model_run_settings.plastic_input_to_rec,model_run_settings.use_manual_rbf,neurons.exc_ratio,neurons.n_out,neurons.n_rec,neurons.out.C_m,neurons.out.E_L,neurons.out.I_e,neurons.out.V_m,neurons.out.loss,neurons.out.regular_spike_arrival,neurons.out.tau_m,neurons.rb.base_rate,neurons.rb.buffer_size,neurons.rb.kp,neurons.rec.C_m,neurons.rec.E_L,neurons.rec.I_e,neurons.rec.V_m,neurons.rec.V_th,neurons.rec.c_reg,neurons.rec.f_target,neurons.rec.gamma,neurons.rec.regular_spike_arrival,neurons.rec.surrogate_gradient_function,neurons.rec.t_ref,neurons.rec.tau_m,plotting.do_plotting,rbf.num_centers,rbf.scale_rate,rbf.shift_min_rate,rbf.width,recording.mm_out.interval,recording.mm_out.record_from,recording.mm_rec.interval,recording.mm_rec.record_from,recording.n_record,recording.n_record_w,simulation.print_time,simulation.rng_seed,simulation.step,simulation.total_num_virtual_procs,synapses.average_gradient,synapses.conn_bernoulli_p,synapses.exc.optimizer.Wmax,synapses.exc.optimizer.Wmin,synapses.exc.optimizer.eta,synapses.exc.optimizer.type,synapses.feedback_delay,synapses.g,synapses.inh.optimizer.Wmax,synapses.inh.optimizer.Wmin,synapses.inh.optimizer.eta,synapses.inh.optimizer.type,synapses.inh.weight,synapses.rate_target_delay,synapses.receptor_type,synapses.static_delay,synapses.w_input,synapses.w_rec,task.gradient_batch_size,task.n_iter,task.n_samples_per_trajectory_to_use,task.samples_per_trajectory_in_dataset,task.sequence,task.silent_period,task.trajectory_ids_to_use,folder,final_loss
True,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.05,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.03,gradient_descent,1.0,4.0,0.0,-1000.0,0.03,gradient_descent,-400.0,1.0,2,1.0,50.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_50.0_synapses_w_rec_80.0_rbf_width_0.05_neurons_rb_buffer_size_50.0_lr_exc_0.03_plastic_True_manualRBF_True,3659.420983135363
True,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.05,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.01,gradient_descent,1.0,4.0,0.0,-1000.0,0.01,gradient_descent,-400.0,1.0,2,1.0,100.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_100.0_synapses_w_rec_80.0_rbf_width_0.05_neurons_rb_buffer_size_50.0_lr_exc_0.01_plastic_True_manualRBF_True,8864.030660331238
True,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.03,gradient_descent,1.0,4.0,0.0,-1000.0,0.03,gradient_descent,-400.0,1.0,2,1.0,200.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_200.0_synapses_w_rec_60.0_rbf_width_0.2_neurons_rb_buffer_size_50.0_lr_exc_0.03_plastic_True_manualRBF_True,3948.7170241749745
True,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.05,gradient_descent,1.0,4.0,0.0,-1000.0,0.05,gradient_descent,-400.0,1.0,2,1.0,200.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_200.0_synapses_w_rec_40.0_rbf_width_0.2_neurons_rb_buffer_size_50.0_lr_exc_0.05_plastic_True_manualRBF_True,4199.507371165388
True,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.1,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.002,gradient_descent,1.0,4.0,0.0,-1000.0,0.002,gradient_descent,-400.0,1.0,2,1.0,100.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_100.0_synapses_w_rec_40.0_rbf_width_0.1_neurons_rb_buffer_size_50.0_lr_exc_0.002_plastic_True_manualRBF_True,7525.801247533394
True,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.05,gradient_descent,1.0,4.0,0.0,-1000.0,0.05,gradient_descent,-400.0,1.0,2,1.0,50.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_50.0_synapses_w_rec_80.0_rbf_width_0.2_neurons_rb_buffer_size_50.0_lr_exc_0.05_plastic_True_manualRBF_True,4086.7160365161326
True,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.03,gradient_descent,1.0,4.0,0.0,-1000.0,0.03,gradient_descent,-400.0,1.0,2,1.0,200.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_200.0_synapses_w_rec_80.0_rbf_width_0.2_neurons_rb_buffer_size_50.0_lr_exc_0.03_plastic_True_manualRBF_True,3572.76008426384
True,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.25,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.005,gradient_descent,1.0,4.0,0.0,-1000.0,0.005,gradient_descent,-400.0,1.0,2,1.0,150.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_150.0_synapses_w_rec_40.0_rbf_width_0.25_neurons_rb_buffer_size_50.0_lr_exc_0.005_plastic_True_manualRBF_True,17468.755021399622
True,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.1,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.005,gradient_descent,1.0,4.0,0.0,-1000.0,0.005,gradient_descent,-400.0,1.0,2,1.0,150.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_150.0_synapses_w_rec_40.0_rbf_width_0.1_neurons_rb_buffer_size_50.0_lr_exc_0.005_plastic_True_manualRBF_True,5156.221831477773
True,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.05,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.05,gradient_descent,1.0,4.0,0.0,-1000.0,0.05,gradient_descent,-400.0,1.0,2,1.0,200.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_200.0_synapses_w_rec_40.0_rbf_width_0.05_neurons_rb_buffer_size_50.0_lr_exc_0.05_plastic_True_manualRBF_True,8704.414087669422
